mountain,site,spp,treatment,source,rep,survey,date_approx,abv_biomass_dry_seed1,abv_biomass_dry_seed2,abv_biomass_dry_seed3,abv_biomass_dry_seed4,abv_biomass_dry_seed5,abv_biomass_dry_seed6,abv_biomass_dry_seed7,root_biomass_dry_seed1,root_biomass_dry_seed2,root_biomass_dry_seed3,root_biomass_dry_seed4,root_biomass_dry_seed5,root_biomass_dry_seed6,root_biomass_dry_seed7,root_shoot_ratio1,root_shoot_ratio2,root_shoot_ratio3,root_shoot_ratio4,root_shoot_ratio5,root_shoot_ratio6,root_shoot_ratio7,total_bio1,total_bio2,total_bio3,total_bio4,total_bio5,total_bio6,total_bio7,num_germ,num_alive,survival,height_avg,num_leaves_avg,root_shoot_ratio_avg,total_bio_avg,total_abv_avg,total_below_avg,root_path,herb,browse,order,order1
KIL,H,ACSA,L,L,1,final,9/20/2021,0.093,0.017,0.057,NA,NA,NA,NA,0.196,0.088,0.0265,NA,NA,NA,NA,2.108,5.176,0.465,NA,NA,NA,NA,0.289,0.105,0.084,NA,NA,NA,NA,4,3,0.75,6.7818,2.33,2.583,0.159333333,0.055666667,0.1035,1,0,0,Spruce-fir,Hardwood soils
KIL,H,ACSA,M,M,1,final,9/20/2021,0.109,0.053,NA,NA,NA,NA,NA,0.2215,0.131,NA,NA,NA,NA,NA,2.032,2.472,NA,NA,NA,NA,NA,0.331,0.184,NA,NA,NA,NA,NA,3,2,0.666666667,8.89,2,2.252,0.2575,0.081,0.17625,0,0,0,Spruce-fir,Ecotone soils
KIL,H,ACSA,M,M,1,final,9/20/2021,0.109,0.053,NA,NA,NA,NA,NA,0.2215,0.131,NA,NA,NA,NA,NA,2.032,2.472,NA,NA,NA,NA,NA,0.331,0.184,NA,NA,NA,NA,NA,3,2,0.666666667,8.89,2,2.252,0.2575,0.081,0.17625,0,0,0,Spruce-fir,Ecotone soils
KIL,H,ACSA,M,M,1,final,9/20/2021,0.109,0.053,NA,NA,NA,NA,NA,0.2215,0.131,NA,NA,NA,NA,NA,2.032,2.472,NA,NA,NA,NA,NA,0.331,0.184,NA,NA,NA,NA,NA,3,2,0.666666667,8.89,2,2.252,0.2575,0.081,0.17625,1,0,0,Spruce-fir,Ecotone soils
KIL,H,ACSA,S,H,1,final,9/20/2021,0.182,0.108,NA,NA,NA,NA,NA,0.276,0.2365,NA,NA,NA,NA,NA,1.516,2.19,NA,NA,NA,NA,NA,0.458,0.345,NA,NA,NA,NA,NA,2,0,0,10.16,2,1.853,0.4015,0.145,0.25625,0,1,0,Spruce-fir,Spruce-fir soils
KIL,H,ACSA,S,H,1,final,9/20/2021,0.182,0.108,NA,NA,NA,NA,NA,0.276,0.2365,NA,NA,NA,NA,NA,1.516,2.19,NA,NA,NA,NA,NA,0.458,0.345,NA,NA,NA,NA,NA,2,0,0,10.16,2,1.853,0.4015,0.145,0.25625,0,0,0,Spruce-fir,Spruce-fir soils
KIL,H,ACSA,S,H,1,final,9/20/2021,0.182,0.108,NA,NA,NA,NA,NA,0.276,0.2365,NA,NA,NA,NA,NA,1.516,2.19,NA,NA,NA,NA,NA,0.458,0.345,NA,NA,NA,NA,NA,2,0,0,10.16,2,1.853,0.4015,0.145,0.25625,0,0,0,Spruce-fir,Spruce-fir soils
KIL,L,ACSA,F,L,1,final,9/20/2021,0.11,0.081,0.037,0.059,0.079,NA,NA,0.215,0.1465,0.1455,0.14,0.105,NA,NA,1.955,1.809,3.932,2.373,1.329,NA,NA,0.325,0.228,0.183,0.199,0.184,NA,NA,6,5,0.833333333,9.652,1.8,2.2796,0.2238,0.0732,0.1504,0,0,0,Hardwoods,Hardwood soils
KIL,L,ACSA,F,L,1,final,9/20/2021,0.11,0.081,0.037,0.059,0.079,NA,NA,0.215,0.1465,0.1455,0.14,0.105,NA,NA,1.955,1.809,3.932,2.373,1.329,NA,NA,0.325,0.228,0.183,0.199,0.184,NA,NA,6,5,0.833333333,9.652,1.8,2.2796,0.2238,0.0732,0.1504,0,0,0,Hardwoods,Hardwood soils
KIL,L,ACSA,F,L,1,final,9/20/2021,0.11,0.081,0.037,0.059,0.079,NA,NA,0.215,0.1465,0.1455,0.14,0.105,NA,NA,1.955,1.809,3.932,2.373,1.329,NA,NA,0.325,0.228,0.183,0.199,0.184,NA,NA,6,5,0.833333333,9.652,1.8,2.2796,0.2238,0.0732,0.1504,0,0,0,Hardwoods,Hardwood soils
KIL,L,ACSA,H,H,1,final,9/20/2021,0.162,0.147,0.225,0.118,NA,NA,NA,0.53,0.39,0.3345,0.285,NA,NA,NA,3.272,2.653,1.487,2.415,NA,NA,NA,0.692,0.537,0.56,0.403,NA,NA,NA,4,1,0.25,9.8552,2,2.45675,0.548,0.163,0.384875,0,0,0,Hardwoods,Spruce-fir soils
KIL,L,ACSA,H,H,1,final,9/20/2021,0.162,0.147,0.225,0.118,NA,NA,NA,0.53,0.39,0.3345,0.285,NA,NA,NA,3.272,2.653,1.487,2.415,NA,NA,NA,0.692,0.537,0.56,0.403,NA,NA,NA,4,1,0.25,9.8552,2,2.45675,0.548,0.163,0.384875,0,0,0,Hardwoods,Spruce-fir soils
KIL,L,ACSA,H,H,1,final,9/20/2021,0.162,0.147,0.225,0.118,NA,NA,NA,0.53,0.39,0.3345,0.285,NA,NA,NA,3.272,2.653,1.487,2.415,NA,NA,NA,0.692,0.537,0.56,0.403,NA,NA,NA,4,1,0.25,9.8552,2,2.45675,0.548,0.163,0.384875,0,0,0,Hardwoods,Spruce-fir soils
KIL,L,ACSA,M,M,1,final,9/20/2021,0.236,0.087,0.219,0.194,NA,NA,NA,0.4965,0.4205,0.3485,0.178,NA,NA,NA,2.104,4.833,1.591,0.918,NA,NA,NA,0.733,0.508,0.568,0.372,NA,NA,NA,4,4,1,11.43,1.75,2.0615,0.54525,0.184,0.360875,0,0,0,Hardwoods,Ecotone soils
KIL,L,ACSA,M,M,1,final,9/20/2021,0.236,0.087,0.219,0.194,NA,NA,NA,0.4965,0.4205,0.3485,0.178,NA,NA,NA,2.104,4.833,1.591,0.918,NA,NA,NA,0.733,0.508,0.568,0.372,NA,NA,NA,4,4,1,11.43,1.75,2.0615,0.54525,0.184,0.360875,0,0,0,Hardwoods,Ecotone soils
KIL,L,ACSA,M,M,1,final,9/20/2021,0.236,0.087,0.219,0.194,NA,NA,NA,0.4965,0.4205,0.3485,0.178,NA,NA,NA,2.104,4.833,1.591,0.918,NA,NA,NA,0.733,0.508,0.568,0.372,NA,NA,NA,4,4,1,11.43,1.75,2.0615,0.54525,0.184,0.360875,0,0,0,Hardwoods,Ecotone soils
KIL,L,ACSA,S,L,1,final,9/20/2021,0.052,0.119,0.121,0.177,NA,NA,NA,0.2805,0.2075,0.176,0.0845,NA,NA,NA,5.394,1.744,1.455,0.477,NA,NA,NA,0.333,0.327,0.297,0.262,NA,NA,NA,5,4,0.8,11.1252,2,2.2675,0.30475,0.11725,0.187125,0,0,0,Hardwoods,Hardwood soils
KIL,L,ACSA,S,L,1,final,9/20/2021,0.052,0.119,0.121,0.177,NA,NA,NA,0.2805,0.2075,0.176,0.0845,NA,NA,NA,5.394,1.744,1.455,0.477,NA,NA,NA,0.333,0.327,0.297,0.262,NA,NA,NA,5,4,0.8,11.1252,2,2.2675,0.30475,0.11725,0.187125,0,0,0,Hardwoods,Hardwood soils
KIL,L,ACSA,S,L,1,final,9/20/2021,0.052,0.119,0.121,0.177,NA,NA,NA,0.2805,0.2075,0.176,0.0845,NA,NA,NA,5.394,1.744,1.455,0.477,NA,NA,NA,0.333,0.327,0.297,0.262,NA,NA,NA,5,4,0.8,11.1252,2,2.2675,0.30475,0.11725,0.187125,0,0,0,Hardwoods,Hardwood soils
KIL,M,ACSA,F,M,1,final,9/20/2021,0.151,0.381,0.13,0.128,NA,NA,NA,0.6935,0.229,0.135,0.095,NA,NA,NA,4.593,0.601,1.038,0.742,NA,NA,NA,0.845,0.61,0.265,0.223,NA,NA,NA,4,4,1,13.0302,1.75,1.7435,0.48575,0.1975,0.288125,0,1,0,Ecotone,Ecotone soils
KIL,M,ACSA,F,M,1,final,9/20/2021,0.151,0.381,0.13,0.128,NA,NA,NA,0.6935,0.229,0.135,0.095,NA,NA,NA,4.593,0.601,1.038,0.742,NA,NA,NA,0.845,0.61,0.265,0.223,NA,NA,NA,4,4,1,13.0302,1.75,1.7435,0.48575,0.1975,0.288125,0,0,0,Ecotone,Ecotone soils
KIL,M,ACSA,F,M,1,final,9/20/2021,0.151,0.381,0.13,0.128,NA,NA,NA,0.6935,0.229,0.135,0.095,NA,NA,NA,4.593,0.601,1.038,0.742,NA,NA,NA,0.845,0.61,0.265,0.223,NA,NA,NA,4,4,1,13.0302,1.75,1.7435,0.48575,0.1975,0.288125,0,0,0,Ecotone,Ecotone soils
KIL,M,ACSA,H,H,1,final,9/20/2021,0.142,0.111,0.17,NA,NA,NA,NA,0.218,0.138,0.1145,NA,NA,NA,NA,1.535,1.243,0.674,NA,NA,NA,NA,0.36,0.249,0.285,NA,NA,NA,NA,4,1,0.25,10.9982,1.67,1.150666667,0.298,0.141,0.156833333,0,0,0,Ecotone,Spruce-fir soils
KIL,M,ACSA,H,H,1,final,9/20/2021,0.142,0.111,0.17,NA,NA,NA,NA,0.218,0.138,0.1145,NA,NA,NA,NA,1.535,1.243,0.674,NA,NA,NA,NA,0.36,0.249,0.285,NA,NA,NA,NA,4,1,0.25,10.9982,1.67,1.150666667,0.298,0.141,0.156833333,0,0,0,Ecotone,Spruce-fir soils
KIL,M,ACSA,H,H,1,final,9/20/2021,0.142,0.111,0.17,NA,NA,NA,NA,0.218,0.138,0.1145,NA,NA,NA,NA,1.535,1.243,0.674,NA,NA,NA,NA,0.36,0.249,0.285,NA,NA,NA,NA,4,1,0.25,10.9982,1.67,1.150666667,0.298,0.141,0.156833333,0,0,0,Ecotone,Spruce-fir soils
KIL,M,ACSA,L,L,1,final,9/20/2021,0.334,0.117,NA,NA,NA,NA,NA,0.3595,0.114,NA,NA,NA,NA,NA,1.076,0.974,NA,NA,NA,NA,NA,0.694,0.231,NA,NA,NA,NA,NA,5,2,0.4,13.97,2,1.025,0.4625,0.2255,0.23675,0,0,0,Ecotone,Hardwood soils
KIL,M,ACSA,L,L,1,final,9/20/2021,0.334,0.117,NA,NA,NA,NA,NA,0.3595,0.114,NA,NA,NA,NA,NA,1.076,0.974,NA,NA,NA,NA,NA,0.694,0.231,NA,NA,NA,NA,NA,5,2,0.4,13.97,2,1.025,0.4625,0.2255,0.23675,0,0,0,Ecotone,Hardwood soils
KIL,M,ACSA,L,L,1,final,9/20/2021,0.334,0.117,NA,NA,NA,NA,NA,0.3595,0.114,NA,NA,NA,NA,NA,1.076,0.974,NA,NA,NA,NA,NA,0.694,0.231,NA,NA,NA,NA,NA,5,2,0.4,13.97,2,1.025,0.4625,0.2255,0.23675,0,0,0,Ecotone,Hardwood soils
KIL,M,ACSA,S,M,1,final,9/20/2021,0.109,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,4,1,0.25,10.16,2,0.945,0.212,0.109,0.103,0,0,0,Ecotone,Ecotone soils
KIL,M,ACSA,S,M,1,final,9/20/2021,0.109,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,4,1,0.25,10.16,2,0.945,0.212,0.109,0.103,0,0,0,Ecotone,Ecotone soils
KIL,M,ACSA,S,M,1,final,9/20/2021,0.109,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,4,1,0.25,10.16,2,0.945,0.212,0.109,0.103,0,0,0,Ecotone,Ecotone soils
MAN,H,ACSA,F,H,1,final,9/18/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0,0,0,Spruce-fir,Spruce-fir soils
MAN,H,ACSA,F,H,1,final,9/18/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0,0,0,Spruce-fir,Spruce-fir soils
MAN,H,ACSA,F,H,1,final,9/18/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0,0,0,Spruce-fir,Spruce-fir soils
MAN,H,ACSA,L,L,1,final,9/18/2021,0.34,0.198,NA,NA,NA,NA,NA,0.7205,0.42,NA,NA,NA,NA,NA,2.119,2.121,NA,NA,NA,NA,NA,1.061,0.618,NA,NA,NA,NA,NA,2,2,1,9.525,2,2.12,0.8395,0.269,0.57025,0,0,0,Spruce-fir,Hardwood soils
MAN,H,ACSA,L,L,1,final,9/18/2021,0.34,0.198,NA,NA,NA,NA,NA,0.7205,0.42,NA,NA,NA,NA,NA,2.119,2.121,NA,NA,NA,NA,NA,1.061,0.618,NA,NA,NA,NA,NA,2,2,1,9.525,2,2.12,0.8395,0.269,0.57025,0,0,0,Spruce-fir,Hardwood soils
MAN,H,ACSA,L,L,1,final,9/18/2021,0.34,0.198,NA,NA,NA,NA,NA,0.7205,0.42,NA,NA,NA,NA,NA,2.119,2.121,NA,NA,NA,NA,NA,1.061,0.618,NA,NA,NA,NA,NA,2,2,1,9.525,2,2.12,0.8395,0.269,0.57025,0,0,0,Spruce-fir,Hardwood soils
MAN,H,ACSA,M,M,1,final,9/18/2021,0.184,NA,NA,NA,NA,NA,NA,0.4605,NA,NA,NA,NA,NA,NA,2.503,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,2,1,0.5,10.16,2,2.503,0.645,0.184,0.4605,0,0,0,Spruce-fir,Ecotone soils
MAN,H,ACSA,M,M,1,final,9/18/2021,0.184,NA,NA,NA,NA,NA,NA,0.4605,NA,NA,NA,NA,NA,NA,2.503,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,2,1,0.5,10.16,2,2.503,0.645,0.184,0.4605,0,0,0,Spruce-fir,Ecotone soils
MAN,H,ACSA,M,M,1,final,9/18/2021,0.184,NA,NA,NA,NA,NA,NA,0.4605,NA,NA,NA,NA,NA,NA,2.503,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,2,1,0.5,10.16,2,2.503,0.645,0.184,0.4605,0,0,0,Spruce-fir,Ecotone soils
MAN,H,ACSA,S,H,1,final,9/18/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Spruce-fir,Spruce-fir soils
MAN,H,ACSA,S,H,1,final,9/18/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Spruce-fir,Spruce-fir soils
MAN,H,ACSA,S,H,1,final,9/18/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,Spruce-fir,Spruce-fir soils
MAN,L,ACSA,F,L,1,final,9/18/2021,0.094,0.125,0.129,0.089,NA,NA,NA,0.3135,0.198,0.192,0.141,NA,NA,NA,3.335,1.584,1.488,1.584,NA,NA,NA,0.408,0.323,0.321,0.23,NA,NA,NA,6,4,0.666666667,8.255,2,1.99775,0.3205,0.10925,0.211125,0,1,0,Hardwoods,Hardwood soils
MAN,L,ACSA,F,L,1,final,9/18/2021,0.094,0.125,0.129,0.089,NA,NA,NA,0.3135,0.198,0.192,0.141,NA,NA,NA,3.335,1.584,1.488,1.584,NA,NA,NA,0.408,0.323,0.321,0.23,NA,NA,NA,6,4,0.666666667,8.255,2,1.99775,0.3205,0.10925,0.211125,0,1,0,Hardwoods,Hardwood soils
MAN,L,ACSA,F,L,1,final,9/18/2021,0.094,0.125,0.129,0.089,NA,NA,NA,0.3135,0.198,0.192,0.141,NA,NA,NA,3.335,1.584,1.488,1.584,NA,NA,NA,0.408,0.323,0.321,0.23,NA,NA,NA,6,4,0.666666667,8.255,2,1.99775,0.3205,0.10925,0.211125,0,0,0,Hardwoods,Hardwood soils
MAN,L,ACSA,H,H,1,final,9/18/2021,0.162,0.181,0.128,NA,NA,NA,NA,0.1815,0.131,0.089,NA,NA,NA,NA,1.12,0.724,0.695,NA,NA,NA,NA,0.344,0.312,0.217,NA,NA,NA,NA,4,1,0.25,8.4582,2,0.846333333,0.291,0.157,0.133833333,1,1,1,Hardwoods,Spruce-fir soils
MAN,L,ACSA,H,H,1,final,9/18/2021,0.162,0.181,0.128,NA,NA,NA,NA,0.1815,0.131,0.089,NA,NA,NA,NA,1.12,0.724,0.695,NA,NA,NA,NA,0.344,0.312,0.217,NA,NA,NA,NA,4,1,0.25,8.4582,2,0.846333333,0.291,0.157,0.133833333,0,1,0,Hardwoods,Spruce-fir soils
MAN,L,ACSA,H,H,1,final,9/18/2021,0.162,0.181,0.128,NA,NA,NA,NA,0.1815,0.131,0.089,NA,NA,NA,NA,1.12,0.724,0.695,NA,NA,NA,NA,0.344,0.312,0.217,NA,NA,NA,NA,4,1,0.25,8.4582,2,0.846333333,0.291,0.157,0.133833333,1,1,1,Hardwoods,Spruce-fir soils
MAN,L,ACSA,M,M,1,final,9/18/2021,0.065,0.075,0.208,NA,NA,NA,NA,0.356,0.107,0.085,NA,NA,NA,NA,5.477,1.427,0.409,NA,NA,NA,NA,0.421,0.182,0.293,NA,NA,NA,NA,5,3,0.6,8.4582,3,2.037666667,0.298666667,0.116,0.182666667,0,0,0,Hardwoods,Ecotone soils
MAN,L,ACSA,M,M,1,final,9/18/2021,0.065,0.075,0.208,NA,NA,NA,NA,0.356,0.107,0.085,NA,NA,NA,NA,5.477,1.427,0.409,NA,NA,NA,NA,0.421,0.182,0.293,NA,NA,NA,NA,5,3,0.6,8.4582,3,2.037666667,0.298666667,0.116,0.182666667,1,1,1,Hardwoods,Ecotone soils
MAN,L,ACSA,M,M,1,final,9/18/2021,0.065,0.075,0.208,NA,NA,NA,NA,0.356,0.107,0.085,NA,NA,NA,NA,5.477,1.427,0.409,NA,NA,NA,NA,0.421,0.182,0.293,NA,NA,NA,NA,5,3,0.6,8.4582,3,2.037666667,0.298666667,0.116,0.182666667,0,0,0,Hardwoods,Ecotone soils
MAN,L,ACSA,S,L,1,final,9/18/2021,0.192,0.102,0.091,0.115,0.104,NA,NA,0.2335,0.2285,0.2015,0.102,0.055,NA,NA,1.216,2.24,2.214,0.887,0.529,NA,NA,0.426,0.331,0.293,0.217,0.159,NA,NA,5,5,1,8.89,2,1.4172,0.2852,0.1208,0.1641,0,1,0,Hardwoods,Hardwood soils
MAN,L,ACSA,S,L,1,final,9/18/2021,0.192,0.102,0.091,0.115,0.104,NA,NA,0.2335,0.2285,0.2015,0.102,0.055,NA,NA,1.216,2.24,2.214,0.887,0.529,NA,NA,0.426,0.331,0.293,0.217,0.159,NA,NA,5,5,1,8.89,2,1.4172,0.2852,0.1208,0.1641,1,1,0,Hardwoods,Hardwood soils
MAN,L,ACSA,S,L,1,final,9/18/2021,0.192,0.102,0.091,0.115,0.104,NA,NA,0.2335,0.2285,0.2015,0.102,0.055,NA,NA,1.216,2.24,2.214,0.887,0.529,NA,NA,0.426,0.331,0.293,0.217,0.159,NA,NA,5,5,1,8.89,2,1.4172,0.2852,0.1208,0.1641,0,0,0,Hardwoods,Hardwood soils
MAN,M,ACSA,F,M,1,final,9/18/2021,0.113,0.026,NA,NA,NA,NA,NA,0.164,0.0985,NA,NA,NA,NA,NA,1.451,3.788,NA,NA,NA,NA,NA,0.277,0.125,NA,NA,NA,NA,NA,3,2,0.666666667,6.35,1.5,2.6195,0.201,0.0695,0.13125,0,0,0,Ecotone,Ecotone soils
MAN,M,ACSA,F,M,1,final,9/18/2021,0.113,0.026,NA,NA,NA,NA,NA,0.164,0.0985,NA,NA,NA,NA,NA,1.451,3.788,NA,NA,NA,NA,NA,0.277,0.125,NA,NA,NA,NA,NA,3,2,0.666666667,6.35,1.5,2.6195,0.201,0.0695,0.13125,0,1,0,Ecotone,Ecotone soils
MAN,M,ACSA,F,M,1,final,9/18/2021,0.113,0.026,NA,NA,NA,NA,NA,0.164,0.0985,NA,NA,NA,NA,NA,1.451,3.788,NA,NA,NA,NA,NA,0.277,0.125,NA,NA,NA,NA,NA,3,2,0.666666667,6.35,1.5,2.6195,0.201,0.0695,0.13125,0,0,0,Ecotone,Ecotone soils
MAN,M,ACSA,H,H,1,final,9/18/2021,0.046,NA,NA,NA,NA,NA,NA,0.1035,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,3,1,0.333333333,7.62,2,2.25,0.15,0.046,0.1035,0,0,0,Ecotone,Spruce-fir soils
MAN,M,ACSA,H,H,1,final,9/18/2021,0.046,NA,NA,NA,NA,NA,NA,0.1035,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,3,1,0.333333333,7.62,2,2.25,0.15,0.046,0.1035,0,0,0,Ecotone,Spruce-fir soils
MAN,M,ACSA,H,H,1,final,9/18/2021,0.046,NA,NA,NA,NA,NA,NA,0.1035,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,3,1,0.333333333,7.62,2,2.25,0.15,0.046,0.1035,0,0,0,Ecotone,Spruce-fir soils
MAN,M,ACSA,L,L,1,final,9/18/2021,0.136,NA,NA,NA,NA,NA,NA,0.2745,NA,NA,NA,NA,NA,NA,2.018,NA,NA,NA,NA,NA,NA,0.411,NA,NA,NA,NA,NA,NA,5,1,0.2,11.43,2,2.018,0.411,0.136,0.2745,0,0,0,Ecotone,Hardwood soils
MAN,M,ACSA,L,L,1,final,9/18/2021,0.136,NA,NA,NA,NA,NA,NA,0.2745,NA,NA,NA,NA,NA,NA,2.018,NA,NA,NA,NA,NA,NA,0.411,NA,NA,NA,NA,NA,NA,5,1,0.2,11.43,2,2.018,0.411,0.136,0.2745,0,0,0,Ecotone,Hardwood soils
MAN,M,ACSA,L,L,1,final,9/18/2021,0.136,NA,NA,NA,NA,NA,NA,0.2745,NA,NA,NA,NA,NA,NA,2.018,NA,NA,NA,NA,NA,NA,0.411,NA,NA,NA,NA,NA,NA,5,1,0.2,11.43,2,2.018,0.411,0.136,0.2745,0,0,0,Ecotone,Hardwood soils
MAN,M,ACSA,S,M,1,final,9/18/2021,0.153,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,3,1,0.333333333,10.16,2,0.98,0.303,0.153,0.15,0,1,0,Ecotone,Ecotone soils
MAN,M,ACSA,S,M,1,final,9/18/2021,0.153,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,3,1,0.333333333,10.16,2,0.98,0.303,0.153,0.15,0,0,0,Ecotone,Ecotone soils
MAN,M,ACSA,S,M,1,final,9/18/2021,0.153,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,3,1,0.333333333,10.16,2,0.98,0.303,0.153,0.15,0,0,0,Ecotone,Ecotone soils
